airport,lat,long
SHV,32.4466018676758,-93.8255996704102
MCI,39.2976,-94.713898
GFK,47.949299,-97.176102
BFL,35.43360138,-119.0569992
SAT,29.5337009429932,-98.4698028564453
MSP,44.8819999695,-93.2218017578
SGF,37.24570084,-93.38860321
BFF,41.87400055,-103.5960007
FSD,43.5820007324,-96.741897583
GRI,40.9674987792969,-98.3096008300781
CID,41.8847007751465,-91.7108001708984
FYV,36.0051002502441,-94.1700973510742
SUX,42.40259933,-96.38439941
GCK,37.9275016785,-100.723999023
BTR,30.53319931,-91.14959717
IDA,43.5145988464355,-112.070999145508
SPI,39.84410095,-89.67790222
SBA,34.42620087,-119.8399963
CRP,27.7703990936279,-97.5011978149414
DEC,39.8345985412598,-88.8656997680664
ORD,41.97859955,-87.90480042
BZN,45.77750015,-111.1529999
PIR,44.38270187,-100.2860031
MLU,32.5108985900879,-92.0376968383789
YUM,32.65660095,-114.6060028
MOT,48.2593994140625,-101.279998779297
GYY,41.6162986755371,-87.4128036499023
FAR,46.9207000732422,-96.815803527832
RST,43.9082984924316,-92.5
STL,38.7486991882324,-90.370002746582
BNA,36.1245002746582,-86.6781997680664
EVV,38.0369987488,-87.5324020386
MEM,35.0424003601074,-89.9766998291016
JAN,32.3111991882,-90.0758972168
MOD,37.62580109,-120.9540024
CMI,40.03919983,-88.27809906
SCK,37.894199371338,-121.2379989624
IND,39.7173,-86.294403
BMI,40.47710037,-88.91590118
TWF,42.48180008,-114.487999
LRD,27.5438003540039,-99.4616012573242
CAK,40.9160995483398,-81.4421997070312
MTJ,38.5097999573,-107.893997192
CLE,41.4117012024,-81.8498001099
CLL,30.58860016,-96.36380005
DTW,42.2123985290527,-83.353401184082
ABI,32.4113006592,-99.6819000244
DAY,39.902400970459,-84.2193984985352
CVG,39.0488014221,-84.6678009033
JAC,43.6072998046875,-110.737998962402
CMH,39.9980010986328,-82.8918991088867
SBN,41.7086982727051,-86.3172988891602
FWA,40.97850037,-85.19509888
AZO,42.2349014282227,-85.5521011352539
HOU,29.64539909,-95.27890015
RKS,41.59420013,-109.0650024
BPT,29.9507999420166,-94.0206985473633
PIH,42.9098014831543,-112.596000671387
SLN,38.7910003662109,-97.6521987915039
UIN,39.94269943,-91.19460297
LAW,34.5676994324,-98.4166030884
TOL,41.58679962,-83.80780029
RIW,43.064201355,-108.459999084
BRO,25.9067993164062,-97.4259033203125
SJT,31.3577003479004,-100.496002197266
SHR,44.7691993713379,-106.980003356934
MCE,37.28469849,-120.5139999
GRK,31.067199707,-97.8289031982
VGT,36.21070098877,-115.19400024414
CDC,37.701000213623,-113.098999023438
HRO,36.2615013122559,-93.1547012329102
RCA,44.14500046,-103.1039963
DDC,37.7634010314941,-99.9655990600586
PIT,40.49150085,-80.23290253
ORH,42.2672996520996,-71.8757019042969
ITH,42.4910011291504,-76.4583969116211
ELM,42.1599006652832,-76.8916015625
BOS,42.36429977,-71.00520325
ATL,33.6366996765137,-84.4281005859375
MDW,41.7859992980957,-87.7524032592773
PHL,39.871898651123,-75.241096496582
GSO,36.0978012084961,-79.9373016357422
FNT,42.9654006958008,-83.7435989379883
BUF,42.94049835,-78.73220062
EWR,40.6925010681152,-74.168701171875
BGR,44.8073997497559,-68.8281021118164
CLT,35.2140007019043,-80.9430999755859
JFK,40.63980103,-73.77890015
SYR,43.111198425293,-76.1063003540039
RIC,37.505199432373,-77.3197021484375
GRR,42.88079834,-85.52279663
YIP,42.23789978,-83.53040314
ABE,40.652099609375,-75.440803527832
LGA,40.77719879,-73.87259674
PVD,41.7326011657715,-71.4204025268555
LEX,38.0364990234375,-84.6059036254883
BHM,33.56290054,-86.75350189
ACY,39.4575996398926,-74.5772018432617
MCO,28.4293994903564,-81.3089981079102
YNG,41.26070023,-80.67910004
PWM,43.64619827,-70.30930328
MDT,40.1935005188,-76.7633972168
BGM,42.20869827,-75.97979736
IAD,38.94449997,-77.45580292
ALB,42.7482986450195,-73.8016967773438
MSY,29.9934005737305,-90.2580032348633
ROC,43.1189002990723,-77.6724014282227
AVP,41.3385009766,-75.7233963013
ROA,37.3255004883,-79.975402832
RDU,35.8776016235352,-78.7874984741211
GSP,34.8956985474,-82.2189025879
BTV,44.4719009399,-73.1532974243
CRW,38.3731002807617,-81.5932006835938
CHS,32.89860153,-80.04049683
DCA,38.8521,-77.037697
CHA,35.0353012084961,-85.2037963867188
SCE,40.8493003845,-77.8487014771
CHO,38.138599395752,-78.4529037475586
LAN,42.7787017822266,-84.58740234375
BDL,41.9388999939,-72.6831970215
CAE,33.9388008117676,-81.119499206543
JHW,42.15340042,-79.25800323
MHT,42.9325981140137,-71.4356994628906
ILM,34.2705993652344,-77.9026031494141
FLO,34.1853981018066,-79.7238998413086
ISO,35.331401825,-77.6088027954
BWI,39.17539978,-76.66829681
ERI,42.0831270134,-80.1738667488
SFB,28.7775993347168,-81.2375030517578
PGV,35.6352005,-77.38529968
TYS,35.81100082,-83.9940033
HSV,34.637199401855,-86.775100708008
BWG,36.9645004272,-86.4197006226
ADS,32.9686012268,-96.8364028931
DET,42.40919876,-83.00990295
SUS,38.662101745605,-90.652000427246
GSB,35.33940125,-77.96060181
MYR,33.6796989441,-78.9282989502
MBS,43.532901763916,-84.0795974731445
CLU,39.2619018555,-85.8963012695
LCK,39.813801,-82.927803
TLH,30.3964996337891,-84.3503036499023
BMG,39.1459999084473,-86.61669921875
LUK,39.10329819,-84.41860199
MGM,32.30059814,-86.39399719
MFD,40.8213996887,-82.5166015625
PNS,30.473400115967,-87.186599731445
TVC,44.7414016723633,-85.5821990966797
MIA,25.7931995391846,-80.2906036376953
GPT,30.4073009490967,-89.0700988769531
TCL,33.220600128174,-87.611396789551
DRT,29.3742008209,-100.927001953
AEX,31.3274002075195,-92.5497970581055
HUF,39.4514999389648,-87.3076019287109
RWI,35.8563003540039,-77.8918991088867
TPA,27.9755001068115,-82.533203125
SNA,33.67570114,-117.8679962
AGC,40.3544006347656,-79.9301986694336
FAI,64.81510162,-147.8560028
BRL,40.7831993103027,-91.1255035400391
JLN,37.151798248291,-94.4982986450195
TBN,37.74160004,-92.14070129
HNL,21.3187007904053,-157.921997070312
OGG,20.8985996246338,-156.429992675781
DAL,32.8470993041992,-96.8517990112305
MHR,38.55390167,-121.2979965
LFT,30.20529938,-91.98760223
KTN,55.35559845,-131.7140045
LCH,30.1261005401611,-93.2232971191406
ILN,39.427898407,-83.792098999
MOB,30.691200256348,-88.242797851562
LGU,41.7911987305,-111.851997375
XNA,36.281898,-94.306801
LRU,32.2893981933594,-106.921997070312
RIV,33.88069916,-117.2590027
COU,38.8180999755859,-92.219596862793
TYR,32.3540992736816,-95.4023971557617
JAX,30.4941005706787,-81.6878967285156
PBI,26.6832008361816,-80.0955963134766
SAV,32.12760162,-81.20210266
FLG,35.13850021,-111.6709976
EFD,29.6072998047,-95.1587982178
AFW,32.9875984192,-97.3188018799
SKF,29.38419914,-98.58110046
CSG,32.516300201416,-84.9389038085938
ELD,33.2210006713867,-92.8133010864258
FFO,39.8260993958,-84.0483016968
PAM,30.0695991516,-85.5754013062
GNV,29.6900997162,-82.2717971802
HMN,32.8525009155,-106.107002258
ILG,39.67869949,-75.60649872
DMA,32.1665000916,-110.883003235
FTW,32.8198013306,-97.3623962402
HII,34.571098,-114.358002
IPL,32.8342018127,-115.57900238
POB,35.1708984375,-79.014503479004
TCM,47.1376991272,-122.475997925
SBP,35.2368011475,-120.641998291
TTN,40.2766990661621,-74.8134994506836
ATW,44.2580986023,-88.5190963745
BTL,42.3073005676,-85.2515029907
PDK,33.8755989075,-84.3020019531
LAF,40.4123001098633,-86.936897277832
RDG,40.3785018920898,-75.965202331543
MKG,43.16949844,-86.23819733
HGR,39.707901,-77.72949982
MQT,46.3535995483,-87.395401001
FAY,34.9911994934082,-78.8803024291992
AGS,33.3698997497559,-81.9645004272461
AVL,35.4361991882324,-82.5418014526367
VLD,30.7824993133545,-83.2767028808594
EKA,40.8033981323,-124.112998962
DOV,39.12950134,-75.46600342
NKX,32.86840057,-117.1429977
LUF,33.5349998474,-112.383003235
BAD,32.5018005371,-93.6626968384
LSV,36.2361984253,-115.033996582
TIK,35.414699554443,-97.386596679688
EIL,64.66570282,-147.102005
JMS,46.92969894,-98.67819977
MWA,37.75500107,-89.01110077
GLH,33.4828987121582,-90.9856033325195
SZL,38.73030090332,-93.547897338867
LAR,41.3120994567871,-105.675003051758
OSH,43.9844017028809,-88.556999206543
PWK,42.114222,-87.901494
APN,45.0780983,-83.56030273
IRK,40.0934982299805,-92.5448989868164
PAH,37.0607986450195,-88.7738037109375
CSV,35.9513015747,-85.0849990845
DPA,41.90779877,-88.24859619
SKY,41.4333992004,-82.6522979736
ADM,34.30301,-97.0196342
CNM,32.3375015258789,-104.263000488281
CVN,34.4250984192,-103.07900238
HOB,32.6875,-103.2170029
FMN,36.7411994934,-108.230003357
HON,44.3852005004883,-98.2285003662109
BQK,31.2588005065918,-81.4664993286133
ABY,31.5354995727539,-84.1945037841797
DHN,31.3213005065918,-85.4496002197266
OAJ,34.8292007446,-77.6120986938
MEI,32.3325996398926,-88.7518997192383
GTR,33.4502983093,-88.5914001465
PFN,30.212099,-85.6828
LYH,37.3266983032227,-79.2004013061523
MCN,32.692798614502,-83.6492004394531
EYW,24.5561008453369,-81.7595977783203
BKL,41.5175018310547,-81.6832962036133
ARA,30.0378,-91.883904
APF,26.1525993347,-81.7752990723
EWN,35.0730018616,-77.0429000854
AHN,33.948600769043,-83.326301574707
EDF,61.2509994506836,-149.807006835938
DYS,32.4207992554,-99.854598999
BYH,35.9642982483,-89.9440002441
MCF,27.84930038,-82.52120209
NQX,24.57579994,-81.68890381
LTS,34.667098999,-99.2667007446
OPF,25.90699959,-80.27839661
HKY,35.74110031,-81.38950348
CKB,39.2966003418,-80.2281036377
NPA,30.35269928,-87.31860352
WRB,32.6400985718,-83.5919036865
TUP,34.2681007385254,-88.7698974609375
PIB,31.4671001434326,-89.3370971679688
NJK,32.8292007446289,-115.671997070312
LSF,32.3372993469,-84.9913024902
OCF,29.17259979,-82.22419739
MIE,40.2422981262207,-85.3958969116211
NEW,30.042400360107,-90.028297424316
SVN,32.00999832,-81.14569855
ORL,28.545499801636,-81.332901000977
FXE,26.1972999573,-80.1707000732
NBG,29.82530022,-90.03500366
SDM,32.572299957275,-116.98000335693
SSC,33.97269821,-80.47059631
JST,40.3161010742188,-78.8339004516602
AND,34.4945983887,-82.7093963623
BFM,30.6268005371,-88.0680999756
TMB,25.6478996277,-80.432800293
HIF,41.12403,-111.973086
HOT,34.4780006408691,-93.0961990356445
PNE,40.08190155,-75.01059723
MTN,39.32569885,-76.4138031
LAL,27.988899231,-82.0186004639
MKC,39.1231994628906,-94.5927963256836
SHD,38.2638015747,-78.8964004517
MIB,48.41559982,-101.3580017
ISN,48.177898407,-103.641998291
DIK,46.7974014282,-102.802001953
SGU,37.0363888889,-113.510305556
MUO,43.043598,-115.872002
OGD,41.195899963379,-112.0120010376
OFK,41.985500335693,-97.435096740723
NZY,32.69919968,-117.2149963
CVO,44.49720001,-123.2900009
ITO,19.721399307251,-155.048004150391
MDH,37.7780990600586,-89.2519989013672
OLS,31.4176998138428,-110.847999572754
ANB,33.58819962,-85.85810089
FDY,41.0135002136,-83.6687011719
BDR,41.163501739502,-73.1261978149414
HVN,41.26369858,-72.88680267
RUT,43.52939987,-72.94960022
OGS,44.6819000244,-75.4654998779
RKD,44.06010056,-69.09919739
ART,43.9919013977051,-76.0216979980469
STC,45.5466003417969,-94.0598983764648
AUO,32.61510086,-85.43399811
PBG,44.6509017944336,-73.4681015014648
IMT,45.8184013367,-88.1145019531
PVU,40.219200134277,-111.72299957275
CGI,37.2252998352051,-89.57080078125
PKB,39.345100402832,-81.4392013549805
AUG,44.3205986023,-69.7973022461
SBY,38.3404998779297,-75.5102996826172
PGD,26.92020035,-81.9905014
IPT,41.2417984008789,-76.9210968017578
JBR,35.8316993713379,-90.6464004516602
ATY,44.91400146,-97.15470123
VCT,28.8526000976562,-96.9185028076172
MCC,38.66759872,-121.401001
STJ,39.771900177002,-94.909698486328
BJI,47.50939941,-94.93370056
MKL,35.59989929,-88.91560364
MGY,39.5890007019,-84.224899292
BFD,41.8031005859375,-78.6400985717773
GUP,35.511100769,-108.789001465
UKI,39.125999450684,-123.20099639893
OXR,34.200801849365,-119.20700073242
VIS,36.3186988831,-119.392997742
SOW,34.265499115,-110.005996704
HVR,48.54299927,-109.762001
HYS,38.84220123,-99.27320099
JNU,58.3549995422363,-134.57600402832
ADQ,57.75,-152.4940033
AOO,40.29639816,-78.31999969
NQA,35.356700897217,-89.870300292969
JEF,38.5912017822,-92.1560974121
LNS,40.1217002868652,-76.2960968017578
ALW,46.09489822,-118.288002
SAC,38.5125007629,-121.492996216
OKK,40.528198242188,-86.05899810791
POU,41.6265983581543,-73.8842010498047
VAD,30.9678001404,-83.1930007935
SKA,47.6151008606,-117.65599823
APC,38.2132,-122.280998
ESC,45.7226982117,-87.0936965942
ISM,28.2898006439,-81.4371032715
AXN,45.8662986755,-95.3946990967
STP,44.9345016479492,-93.0599975585938
BKW,37.7873001099,-81.1241989136
UVA,29.2112998962,-99.743598938
JXN,42.2597999573,-84.4593963623
OWB,37.74010086,-87.16680145
FFT,38.18249893,-84.90470123
FTY,33.7790985107,-84.5214004517
GUS,40.6481018066,-86.1520996094
OFF,41.118301391602,-95.912498474121
ALM,32.8399009705,-105.990997314
PUC,39.61389923,-110.7509995
VEL,40.4408989,-109.5100021
PRC,34.65449905,-112.4199982
DVT,33.6883010864,-112.083000183
IAB,37.62189865,-97.26820374
OLM,46.9693985,-122.9029999
PWT,47.490200042725,-122.76499938965
LGD,45.2901992798,-118.007003784
SFF,47.682800292969,-117.32299804688
MAE,36.9886016846,-120.111999512
TIW,47.26789856,-122.5780029
MGW,39.64289856,-79.91629791
CBE,39.615398407,-78.7609024048
MRI,61.2135009765625,-149.843994140625
BIH,37.3731002808,-118.363998413
ESN,38.8041992188,-76.0690002441
RAC,42.7606010437,-87.8152008057
STE,44.5452003479,-89.530296325684
DWH,30.0618000031,-95.5528030396
SNS,36.662799835205,-121.60600280762
LWC,39.01119995,-95.21659851
HLG,40.1749992371,-80.6463012695
SEE,32.826198577881,-116.97200012207
HSH,35.9728012085,-115.134002686
LAM,35.8797988892,-106.268997192
MWC,43.1104011535645,-88.0344009399414
FCM,44.8272018433,-93.4570999146
